equipment_id,equipment_type,location,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
b'\xdbM\xcd\x9e\xb21O\xac\x8d\xec\xe6\x11\xdf\\\xff\xbc',HVAC,Building C,397,4500.86,86.97,1.79,18.88,84.88,0,0,2.09,Low,0
b'*Xe\xea\x8c\xc5J;\xb0\xcf\xbb\x01\xbd4\xcc_',HVAC,Building A,1234,3282.81,59.21,2.3,20.97,65.62,2,1,4.55,High,0
b'\xf0)\x08\xfb\xd7\xd8L\x9e\x9b\n\xf2\x023\xb8\xf1`',Elevator,Building A,409,5811.71,78.32,7.4,14.86,85.14,2,1,1.0,Medium,0
b'\xe0\x95\x9fQ\x07\x90A\xb6\x98~\x83\x8b\x10\xfeQ9',Generator,Warehouse 1,517,3487.7,67.04,3.99,17.89,34.19,1,0,0.84,Medium,0
b'\xdc?\x7fBC\xe8A\x05\xb0\x14\x10;\t\xf0\x1aq',Pump,Building C,819,4908.1,73.25,3.62,21.44,43.29,1,0,4.14,Medium,0
b'\x11\xb9\xd7\x01/cA\xe8\xb0p\xb4u\xa7FQ\x90',HVAC,Building C,1789,5079.64,91.0,4.36,22.23,30.57,3,1,1.51,Low,1
"b'>\xc9\x1a,\xc4w@\x18\x89\xb8r\xbf\xe2\x83i\x1a'",Generator,Building A,937,5290.26,53.47,1.57,29.06,72.85,1,0,1.2,Medium,0
b'\x1f\xcd?\x18\xc1<G\xd9\xa5C\xc1`\x13d\xc1H',Generator,Building B,1792,6677.79,66.77,4.09,13.5,82.65,3,0,0.53,High,0
b'poH\xce\x11\x16N\xf6\xa7I\xfd\x97\x00f\xd6N',Pump,Building B,1109,5010.64,61.64,0.71,23.57,81.74,1,0,2.24,High,0
b'?l\x08\xe9\xfex@\x8b\xac\x8d\xeaN\xd0\xb8\x12G',Generator,Warehouse 1,1609,3378.99,68.02,3.81,22.77,57.42,3,1,0.64,Low,0
b'4\xdc\xf4\xb8\x12\x1dF\x1b\x8a\xcf\x96\x8d\x06G5\xad',Generator,Building C,1312,5262.53,57.96,-0.11,11.19,35.47,1,0,0.44,Low,0
b'\xabrd\xfd\x83\rC\x94\xa8\xabd;D\x94\xb6`',Pump,Warehouse 1,652,3575.88,70.44,0.27,25.94,56.93,1,1,0.34,Low,0
b'Q\xd2\xf1\x8b\xb5\x18@G\x84\xd2%\xc7\xe0_!\xd2',Boiler,Warehouse 2,1699,4825.52,85.02,2.3,19.56,59.88,2,1,0.39,Low,0
b'\xa7\xe0\xd49v\xd0FB\x84)\x9es\xba\x9bk\xb2',Boiler,Warehouse 1,1696,5749.28,69.03,0.76,19.94,33.6,1,1,2.48,Low,0
b'B\xcc\xefz\x1c\xdeNq\xaa\x88\x98>\x97\x18>\xf7',Pump,Warehouse 2,722,3848.0,76.09,3.58,14.12,50.22,1,1,0.18,Low,0
b'?k\x9a;\x0ewA\xf2\x9e\x9b\x1d)\x03Y7u',Pump,Building A,624,4363.78,69.35,5.81,15.75,45.83,0,1,1.46,Low,0
b'\x11\xcd\xaa\x89\xcd\xaeI\xba\x8c\x11u\xa46\xfci\x83',Pump,Building B,1786,5443.4,76.01,1.81,32.3,64.4,3,1,0.61,High,0
b'\x04$k@\x17\xc8@a\x98Q\x86\xef\x0f\xbb\xb9\x1d',Pump,Building A,871,6693.33,75.31,1.85,20.03,73.41,2,0,1.11,Low,0
b'\xec\x16\x15\xec\xbdSE\x89\x81:8\xcf\x82\x93B\xe5',Elevator,Building A,1651,6933.36,77.57,2.98,25.15,48.8,1,1,0.98,Low,0
b'\x1f\xf89\x8cSkE\xc6\x94q\x16\x06\xfaw\xac\x05',Boiler,Warehouse 1,557,5409.06,81.67,0.98,17.72,51.36,1,0,2.72,Low,0
b'\x9d\xf1\xff\xfa\xd5-K\xe9\xb5}\xf8\xb6\xf6\xf3\x8e/',Boiler,Building A,591,4699.17,58.73,3.28,19.78,53.47,0,0,0.19,Low,0
b'\xc24\xe9\x04luF\xe0\xa6u3?\xa71\xa8x',Elevator,Building C,1587,6691.83,90.45,0.6,10.46,33.24,2,1,0.22,Low,0
b'\xf5\xf0|\xc6\xdb\xe8H3\x8a\xc34\xc8x\nn\xf9',Generator,Warehouse 2,892,3755.51,79.5,1.94,17.31,87.47,1,0,0.79,Medium,0
b'\x93>\x04\xf4\xb5\x88C9\x8bg\x83y \xbb\xecp',Boiler,Building B,1031,4958.71,60.25,4.42,20.28,39.86,2,1,1.02,Medium,0
b'\x1b\xe1\x19v\x90\x08C\n\xa3\xea\xd6\xb1\xe7_\x16M',Generator,Building A,1045,4471.79,67.9,3.59,11.74,54.68,1,0,7.28,Low,0
b'\xf7r\xac\x08>\x04H2\xbf\x9f\xe6\xbf\x1d\xe9\xbe\xfd',Generator,Building C,688,5733.35,67.76,1.65,17.97,81.47,1,0,1.67,Low,0
b'\xff\x8eH\xfb\x06\\LY\xab$_v h\x14\xdf',Boiler,Building B,611,4504.51,41.52,2.39,21.15,70.09,1,0,0.3,Low,0
b'\x8a\x16E\x15\xf6~D$\xb3\x89\xc8\xba\xbbY\xbe\x18',HVAC,Building A,630,4503.72,92.14,1.45,18.63,60.41,0,1,1.29,Low,0
b'\r\x7f\xaa\x8f\xe1\x0eM\xcc\xbf#\x02\x91\xd6-\x87\t',Generator,Building B,632,4217.65,83.53,3.37,19.95,71.2,3,1,0.26,Low,0
b'\xb8\x84\xe4^\xc0rO\x19\xbe\xd0\xcfNGd\x1f\x9a',Generator,Building A,738,4570.37,61.99,2.36,24.82,69.28,2,0,1.72,Medium,0
"b""\xce\x8f\xe5\x1c\xd9\x00LA\xb7\x1fO0'\x9a\xbf\xa3""",Generator,Building B,1519,4361.7,72.58,4.51,13.34,49.74,1,0,0.84,Low,0
b'\xcb\xf8\x17\xfa\xe6(@A\x92\x86_\xe1%\xcc\xbcA',Pump,Warehouse 1,1763,6597.91,68.53,4.04,20.09,32.51,3,0,1.7,Low,0
b'\xbdX\r-I(G\x0b\xbb\xea\x15\xa1P\xc4\x0b\xb8',Generator,Building A,1728,4570.22,80.89,3.35,20.62,69.43,1,0,5.05,High,0
"b'V6\xb6\x88\x11\xbdOZ\xb3\xe3\x16\x01""M\x00\xe0'",Elevator,Warehouse 2,509,4520.29,74.7,2.72,29.77,37.46,0,0,0.13,Low,0
b'\x93\t\x05\x1d!\x0eOY\xbd\xcar\xc3\xa5\x87\x93\xfa',Generator,Warehouse 2,1317,6912.01,86.64,5.02,20.12,81.66,1,0,2.38,Low,1
"b""Sc\xc4+5\xc3J\x8d\xb7Dj}\xb0\x10\xee'""",HVAC,Building A,628,6560.26,55.48,1.03,26.55,85.03,0,0,2.23,Medium,0
b'`\xdf*E\xe9\x82N\xba\xb3\xf0\x05\x11$!\xff)',Generator,Building B,509,3873.89,60.13,3.62,13.11,56.57,0,0,0.77,High,0
"b""\xbb\x8d%\xe1\x9eZJp\x84\\q\x10\x04'@<""",Pump,Building C,806,5588.08,84.62,4.42,25.37,48.66,0,0,0.64,Medium,0
b'$\x80\xe45_\x1bD\xc2\xbdc\xbf\x02\xb4\x9912',Pump,Warehouse 1,1512,4720.65,74.96,2.38,15.8,64.72,0,1,5.74,Low,0
b'\xdc\xe1\xaf\xa7\xa6\xeeFJ\xa5\xe2\x04\x00\x93\x10l\xae',HVAC,Warehouse 2,1627,5714.75,72.66,4.06,23.88,66.4,3,0,8.6,Low,0
b'\xd5Oo\xf7\x8b\xc5OM\xb2\x87\\8\x8e\xaf?\xc3',Pump,Building A,1263,5872.82,82.32,2.54,22.02,35.03,2,1,1.17,Low,0
b'Y\x89S.\x0e\xaeA\xda\xb0\x99\xb9\xd4\xa77$\xe9',Pump,Building C,387,5980.26,100.66,3.16,17.85,79.68,0,1,1.8,High,0
b'\xc4@\xd7\xc6>\xb3M\x85\x9d\x90\xbc\x088vX\xd2',Generator,Building B,1806,3843.06,78.23,0.95,17.34,40.28,3,1,4.48,Low,0
b'?\xa2-\x8e]\xaaHG\x8d\x9a\x08=9\xca-\xa2',HVAC,Building A,1616,3428.58,65.68,-0.43,16.09,81.81,3,0,5.34,Low,0
b'\xa0z\x1d\xfb\xa7\xadDD\xbfx#i$q\xb9\xff',Elevator,Building C,1533,5460.8,59.78,4.2,17.22,30.32,1,0,0.78,Low,0
b'\xd7|\x92]\xebkL=\xbb\xa2\xb5]\xa4C\xb3.',Pump,Warehouse 1,1418,5967.79,78.99,4.58,21.62,45.88,2,1,1.63,Medium,0
b'\xfd\x0b)\xd2\x11\xd3F\n\x96\xac\x7fddu>\x02',Pump,Building C,1130,5984.04,92.29,3.73,28.04,34.01,0,1,1.82,Low,0
"b""\x99\xb7\xce=\xbf8KA\xa9\xb9\xec\xdc'\xa4\xdc\xd3""",Elevator,Warehouse 1,1667,4615.61,72.94,5.41,9.6,49.72,2,0,2.81,Medium,0
b'\x7f\xa6\x9d@\xfb\xbeI;\xbc\xf0\xe4/\xe5\xe5T9',Elevator,Building A,1680,6290.71,88.96,2.61,20.14,71.79,3,1,0.58,Medium,1
b'\xc7[\xe4K\xcaKO1\xb6 ]W\xeeu4\xdb',Elevator,Warehouse 1,942,4403.17,63.92,0.19,18.92,60.9,0,0,7.61,Medium,0
b'\xf4\x83\x1b\xd1!\xe2Kb\xbd \x13\x83r<\xd9\xde',Boiler,Warehouse 1,668,5053.06,83.65,2.28,28.39,67.8,1,1,1.73,Low,0
b'\xf1\x07\x94\x1cxVL\xad\xbe\xbf%\xf83T\x86\xce',Boiler,Building C,643,7710.79,74.36,1.68,12.96,35.03,0,0,0.58,High,0
"b'z\x0f\xe6\x1f\xd7CK""\xb3\x8a\xe4Lw*W\x87'",HVAC,Warehouse 1,1168,3741.98,83.79,2.93,25.44,48.33,1,1,1.66,Low,0
b'\xcf\xbd6\x1e\x0b@M\xfe\x93\xfa\xa9h\x04\xe6\x85\x8a',Elevator,Warehouse 2,862,3130.1,65.83,1.64,26.98,80.0,2,1,3.74,Low,0
b'\xad\xb90@\x94BL\xe2\x86\x10\x92#\x065\xf0%',Generator,Warehouse 1,1113,4159.51,81.87,2.35,15.79,88.56,1,1,0.06,Low,0
b'\xe3\xb5\xcb\x90w\xa4G\xc6\xbd\xf4r4\tQ@\x99',Elevator,Warehouse 2,1744,6342.18,55.66,3.03,23.12,79.15,1,1,0.76,Medium,0
b'\x1af\xe0T?!Ip\xa2rh\xb5\xb7=[\x16',Generator,Building C,1735,5592.33,75.99,2.41,22.58,43.21,0,1,5.11,Low,0
b'\xfd\xb0\x1de\x0c\xcfEt\x8ch\x16\xc5V6(\xbb',Boiler,Building A,708,5410.99,80.27,3.15,7.61,57.86,1,0,0.06,Low,0
b'\xa0\xeeZ0#\xe3N\xee\xad\x1f\xa7\x017\x94\xd3\xb5',Generator,Warehouse 1,1312,4530.6,90.32,-0.44,21.51,74.45,3,0,0.82,Medium,1
b'\xcc\x92\xdd\xb4\xd5\xa1J<\x9a\x9b_;\xe3\xee\xe2\xd6',Boiler,Building A,496,2965.32,71.37,1.83,25.81,38.29,2,0,1.89,Low,0
"b'\xfcK\x81\xb9\xd0\x9aM\xef\x95\xe8\xd6,U\x89\xff\xe0'",HVAC,Warehouse 2,1349,4257.61,73.84,5.85,19.43,60.79,2,1,5.52,Low,0
b'?\xb3}\xab\x80\xc6LP\x92\xd7&\xa7\x1f_\x83\xb8',Pump,Warehouse 2,1793,6186.46,56.09,2.04,25.31,72.97,0,1,0.69,Low,0
b'\xa8&!\x9bn\x9bC\x03\xa8\xb3\xea\x11\xdb\xdd\xc7\x10',HVAC,Warehouse 1,1679,5314.44,71.41,4.09,15.34,86.6,2,1,0.79,Low,0
b'\xbba\xd3w\xbe\xfcF\xb0\x80\xda\xca\xbdg\x00\xbf\r',Generator,Building B,927,7426.46,69.25,6.13,17.87,83.7,2,0,1.84,Low,0
b'\xdaZ\x0c-!\xbe@u\xb7\xb1\x1a`7\xa9~\x82',HVAC,Warehouse 2,1513,5139.65,75.65,4.22,15.78,61.25,1,1,1.61,Medium,0
b'\xa4\xb0\x16\x9cI\xd0LX\xb0\xfdP\xa1\xf3{\x8fa',Boiler,Building A,777,3729.64,86.55,6.55,18.11,54.29,0,1,6.52,Low,1
b'\xce\xcd^W\xe5oF>\xba\x14\x88\xac\xa7\xa3\x90\x0c',Boiler,Warehouse 1,1202,6739.67,75.85,0.34,14.57,54.43,1,1,1.57,Low,0
"b'\xe9AN,i\x93I}\x89\x91\xb2\xd5\n\x1d\x8f\xb7'",Generator,Warehouse 1,856,3879.15,74.91,1.07,19.92,37.57,3,1,4.79,Low,0
b'\xa31\xc1VQ_OB\xbcD\xdab\x9c\xf8\xebL',Boiler,Warehouse 1,845,6261.97,81.47,3.61,19.42,79.23,1,0,0.63,Low,0
b'\xb6\xb4\xce\xc0H\x06K\xf1\xa4\xad\xd7\xfb\xd9\xe1\xb8\xde',Elevator,Warehouse 1,1434,4003.09,65.67,2.72,18.24,41.99,1,0,1.66,Low,0
"b')\x96\xf0\x7f\xfb,H\xdc\x91~\xcaG5F#\xe4'",Generator,Warehouse 1,1609,4989.08,74.24,1.6,18.88,70.57,3,1,6.15,Low,0
b'\x0b\xbf\x83\xf0\r\xe4@\xe7\x82\xbc\xfa\xdd\xb7\x83\x04\x1b',HVAC,Building B,590,5436.73,79.01,3.37,17.92,87.6,3,0,1.83,Low,0
b'\x97xx\x8a\x18\xc3I\xa1\x86g\xbb[\t\x97\x95 ',Boiler,Building B,1233,5754.48,74.59,3.0,15.94,71.22,4,0,1.03,Low,0
b'\xc1\x19\xd6\x1d0\x1dDN\x8d\xe3\xedP}\n\x96\x94',Generator,Warehouse 1,1116,5873.99,75.78,3.27,15.83,61.93,2,0,1.03,Low,0
b'\xb0S\x9d\xf80JKf\xabW\xcd\\3zJd',Generator,Building B,1783,4741.71,83.69,2.74,28.57,37.35,3,0,0.04,Medium,0
b't\xe8\xa6\xa93\xc9H@\xb7\xafma\x07]1\xa8',HVAC,Warehouse 1,683,4991.03,65.53,1.37,26.25,71.73,3,1,1.34,Medium,0
"b',\xe3,n\xee\xdaG\t\x85?\xe2!A1i\xc2'",HVAC,Warehouse 1,516,3611.38,72.7,2.77,19.67,68.01,1,1,2.95,High,0
b'\xdb\xe9\xe9\xa1b\xecE\xea\xafy\xfe\xb5\x7f<\x90>',Elevator,Building B,1662,3852.66,67.31,3.74,17.02,37.78,2,1,2.01,Low,0
b'z\xcaq\xd2\xd6WB9\xa2\xa0F:**@T',HVAC,Building B,949,3949.81,65.28,2.32,16.22,48.59,2,1,2.54,Medium,0
b'1\xed\xd3\xbf\xfdtGs\x93\x90\x00\xb5%\x1b\x90\xbf',Pump,Building B,459,3748.4,65.22,2.37,20.18,34.79,3,0,3.75,Low,0
b'\x9cv>@\x8f\xbdN\xfe\x85*L\x1bcM\xfd\xf3',Generator,Warehouse 1,1229,5702.28,89.7,2.45,26.08,43.29,2,1,1.67,Low,0
b'<u\x03\x8f\x06DHa\xa8q\x89\x94\xac\xc5\xf0\x99',HVAC,Building C,1028,5241.8,78.01,2.95,11.31,80.79,2,1,0.58,Medium,0
b'\xfd\x86\xe5\x82azC\xf8\x90x\xbe\x81\x8e\xd8\x9e\xc0',Elevator,Building C,1131,4256.28,80.14,1.06,15.91,50.99,2,0,0.21,Medium,0
b'\x126I\x83\x94MBW\xbb\x83\x02\x1b\xb3\xf1\x1dr',Boiler,Building A,597,4497.13,86.79,4.97,24.32,42.58,3,0,5.71,Low,1
b'\xa3\x97\xa37 \xa7O\xef\x9b\x19\xb8\xeez\xefZ0',Pump,Building C,892,4240.33,81.64,4.59,17.22,71.74,3,0,0.47,Medium,0
b'\xaf\x07\xc0\x93\tBK\xc2\x9f\xe8#l\x0fA\xd0\xe5',Pump,Building A,497,5208.85,75.58,2.41,10.45,70.44,3,1,12.9,Low,0
b'\x18g\x92\x02\xef0A\t\xb5\xa1f=\xcf7\xb3\xbe',Elevator,Building C,1518,5572.45,78.97,4.4,21.98,36.74,2,1,0.16,Medium,0
b'\x9a\x1b\x9b\xed\x92rN\x02\x89\x18\xf0\xc5\xa7\xc5\xd0s',Pump,Building A,1425,5531.67,79.57,3.32,18.98,71.21,2,1,0.43,Medium,0
b'YB)O\xd3\x8d@\x97\x88\x94\xbc\xd1e\xe1\x9bd',Generator,Warehouse 1,545,5044.06,56.64,5.08,20.71,77.48,2,1,0.1,Low,0
b'aS3H\xfe\xb3H&\x9a\xec\xccDq\xa9\xa5\x8c',Generator,Warehouse 1,946,5816.22,64.41,4.48,18.82,47.88,0,1,0.72,Medium,0
"b'\xa9kg\x9dMkG\xc1\xb9\x88_\x8d\xae\xa7G""'",HVAC,Building B,905,3124.99,86.8,4.58,20.49,84.75,1,0,1.59,Low,0
b'\x1d\xa5\x13[\x1e\xc7Hm\xb6\xca\x8a\xb8\x96Y2\xd3',Generator,Building C,984,5782.03,65.88,2.97,18.76,59.3,0,0,2.32,Medium,0
b'\xd9\\|\xccF=C\xe4\x98\xb3\xb0\xcc\x03\xd5A\\',Pump,Building C,1166,5513.64,57.33,1.7,17.41,54.43,1,1,0.44,Low,0
b'b\xbc\xedb\xf7\x0fE\xbc\xb8\x9d\x9e\x04V\xd3\xe8K',Boiler,Building C,658,3771.25,75.3,4.74,23.91,36.62,1,1,1.82,Low,0
b'<\x0b\xe8\xf9\xa1\x99OH\x87\xe1\xa9\xfc\xd6\xdd\xd7\xe2',Pump,Warehouse 2,1497,5201.12,57.85,4.21,20.17,62.94,2,0,3.0,High,0
"b""\xae\xf1\x12N\xd4@G\xec\xa6\x1e|\xe3'\xa5\x1f\xd9""",Pump,Building B,1443,5776.23,70.16,4.86,18.73,79.37,0,1,2.42,Medium,0
